,C4,grupo
999,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.7829584e-02, 7.3478599e-03, 2.8661568e-02, ..., 2.0363196e-16,
       1.6576962e-16, 4.5638704e-17], shape=(1025,), dtype=float32))",SV
1000,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([5.1812655e-03, 2.3251886e-03, 4.2434935e-03, ..., 7.4203607e-16,
       4.5422915e-16, 1.3450779e-16], shape=(1025,), dtype=float32))",SV
1001,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([9.0927500e-03, 2.7787590e-03, 3.1756011e-03, ..., 1.1473657e-16,
       7.9276322e-17, 4.8303238e-17], shape=(1025,), dtype=float32))",SV
1002,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([5.2221916e-03, 1.7469322e-03, 5.0758156e-03, ..., 1.9519018e-16,
       1.6655058e-16, 9.4556842e-17], shape=(1025,), dtype=float32))",SV
1003,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.6203171e-01, 3.9512590e-02, 3.7622645e-01, ..., 1.0764218e-15,
       2.5399128e-15, 4.6190968e-15], shape=(1025,), dtype=float32))",SV
1004,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.1215190e-02, 3.5788377e-03, 2.3957273e-02, ..., 2.2837856e-16,
       1.6794473e-16, 8.3716508e-17], shape=(1025,), dtype=float32))",SV
1005,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([8.7593291e-03, 3.4052769e-03, 1.0353829e-02, ..., 1.3522232e-16,
       1.7191239e-16, 2.7556304e-17], shape=(1025,), dtype=float32))",SV
1006,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.1040369e-02, 8.6818729e-03, 1.3180846e-02, ..., 1.1306629e-16,
       1.6203882e-16, 6.9374705e-17], shape=(1025,), dtype=float32))",SV
1007,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.9829825e-01, 5.7973839e-02, 7.0340194e-02, ..., 8.2349247e-16,
       8.5184362e-16, 1.5631939e-16], shape=(1025,), dtype=float32))",SV
1008,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([6.6742385e-03, 3.1749629e-03, 7.4874237e-03, ..., 1.5880461e-16,
       9.9002898e-17, 4.9789229e-17], shape=(1025,), dtype=float32))",SV
1009,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([6.3165594e-03, 1.8767297e-03, 4.8704427e-03, ..., 8.3135688e-17,
       9.3315496e-17, 1.9608245e-17], shape=(1025,), dtype=float32))",SV
1010,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.2383972e-03, 1.4718109e-03, 2.8346544e-03, ..., 1.4404929e-16,
       2.1133762e-16, 1.4171000e-17], shape=(1025,), dtype=float32))",SV
1011,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([4.1902466e-03, 1.9267929e-03, 1.5749938e-03, ..., 5.4052382e-17,
       9.6128227e-17, 2.2158913e-17], shape=(1025,), dtype=float32))",SV
1012,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.4378606e-03, 1.8676738e-03, 7.3646526e-03, ..., 1.3817153e-16,
       1.0711622e-16, 7.2312520e-17], shape=(1025,), dtype=float32))",SV
1013,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([6.1493143e-03, 2.6772446e-03, 2.7893023e-03, ..., 1.2050979e-16,
       1.6191196e-16, 4.5934769e-17], shape=(1025,), dtype=float32))",SV
1014,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([9.8820718e-04, 5.5989670e-04, 3.0949959e-03, ..., 1.5193581e-16,
       1.5147877e-16, 3.9043196e-17], shape=(1025,), dtype=float32))",SV
1015,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.7941850e-03, 1.1821151e-03, 3.5823409e-03, ..., 1.3368508e-16,
       9.3739687e-17, 2.1327666e-17], shape=(1025,), dtype=float32))",SV
1016,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.5747064e-03, 1.7222816e-03, 1.3989472e-03, ..., 4.8560346e-17,
       9.5004413e-17, 2.9748287e-17], shape=(1025,), dtype=float32))",SV
1017,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.0769872e-03, 1.0405441e-03, 2.3700746e-03, ..., 5.2334377e-17,
       3.6054503e-17, 9.2917132e-18], shape=(1025,), dtype=float32))",SV
1018,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.6356827e-03, 1.0675531e-03, 2.2597206e-03, ..., 4.5652942e-17,
       9.3642378e-17, 2.8677915e-17], shape=(1025,), dtype=float32))",SV
1019,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([7.7836462e-03, 3.0911083e-03, 3.9166333e-03, ..., 8.2352924e-17,
       6.5565293e-17, 2.7334263e-17], shape=(1025,), dtype=float32))",SV
1020,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([8.6454190e-03, 3.5501695e-03, 4.9403980e-03, ..., 1.1458071e-16,
       1.6513966e-16, 3.9102624e-17], shape=(1025,), dtype=float32))",SV
1021,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([5.0039932e-02, 4.0021166e-02, 3.1607217e-01, ..., 1.5182016e-15,
       4.7741593e-15, 5.6071384e-16], shape=(1025,), dtype=float32))",SV
1022,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([4.8957812e-03, 1.8504127e-03, 2.0860987e-02, ..., 1.0931712e-16,
       6.0654699e-17, 7.4857496e-17], shape=(1025,), dtype=float32))",SV
1023,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([4.1806335e-03, 1.6823909e-03, 1.9527905e-03, ..., 7.2830090e-17,
       1.4704553e-16, 3.4371366e-17], shape=(1025,), dtype=float32))",SV
1024,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([5.0093876e-03, 1.9916403e-03, 1.9732758e-03, ..., 5.2101662e-17,
       7.7810809e-17, 2.7624626e-17], shape=(1025,), dtype=float32))",SV
1025,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.7821743e-03, 1.7647025e-03, 1.7064364e-03, ..., 1.1416294e-16,
       1.2250694e-16, 6.6707325e-17], shape=(1025,), dtype=float32))",SV
1026,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.2019218e-02, 4.1761599e-03, 1.4191021e-02, ..., 2.0476214e-16,
       1.2147264e-16, 3.4320127e-17], shape=(1025,), dtype=float32))",SV
1027,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([4.1415647e-02, 1.0925833e-02, 9.9931583e-02, ..., 2.4019819e-16,
       1.8942912e-16, 2.1170528e-16], shape=(1025,), dtype=float32))",SV
1028,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([6.4776759e-03, 2.8851093e-03, 6.7583118e-03, ..., 8.4721989e-17,
       1.0032752e-16, 5.6325315e-17], shape=(1025,), dtype=float32))",SV
1029,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.0554651e-02, 3.7670534e-03, 9.5114950e-03, ..., 2.0503256e-16,
       8.1985702e-17, 1.2981639e-16], shape=(1025,), dtype=float32))",SV
1030,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([4.4967951e-03, 1.7117785e-03, 2.5038742e-03, ..., 1.1308047e-16,
       9.4764643e-17, 3.1621431e-17], shape=(1025,), dtype=float32))",SV
1031,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.2917057e-02, 4.2528976e-03, 2.3658922e-02, ..., 2.3936407e-16,
       1.5269357e-16, 4.2564246e-17], shape=(1025,), dtype=float32))",SV
1032,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.8869624e-03, 1.2425781e-03, 2.6777226e-03, ..., 8.7116214e-17,
       8.8765757e-17, 3.3369320e-17], shape=(1025,), dtype=float32))",SV
1033,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.5630336e-03, 7.8167458e-04, 4.2778724e-03, ..., 1.0993769e-16,
       1.3477397e-16, 3.1769460e-17], shape=(1025,), dtype=float32))",SV
1034,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([6.1919782e-03, 2.3343603e-03, 5.0437679e-03, ..., 5.3371126e-17,
       9.2744357e-17, 2.5102429e-17], shape=(1025,), dtype=float32))",SV
1035,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([5.0408202e-03, 2.0123872e-03, 2.5149437e-03, ..., 9.1926467e-17,
       8.2435655e-17, 4.0264088e-17], shape=(1025,), dtype=float32))",SV
1036,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([7.24210823e-03, 3.06017557e-03, 2.79504783e-03, ...,
       1.06118094e-16, 1.03831125e-16, 2.93611299e-17],
      shape=(1025,), dtype=float32))",SV
1037,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.26780795e-03, 9.17057449e-04, 6.51657907e-03, ...,
       1.15907287e-16, 1.04165425e-16, 2.73798090e-17],
      shape=(1025,), dtype=float32))",SV
1038,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([5.1959921e-03, 2.1078254e-03, 1.7728842e-03, ..., 1.2160074e-16,
       1.1256157e-16, 6.3630015e-17], shape=(1025,), dtype=float32))",SV
1039,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([4.6363743e-03, 2.0213481e-03, 3.1315756e-03, ..., 1.1529083e-16,
       2.1463315e-16, 5.6342402e-17], shape=(1025,), dtype=float32))",SV
1040,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([5.0161253e-03, 1.9997847e-03, 2.0377310e-03, ..., 7.4643998e-17,
       1.0888068e-16, 3.8538970e-17], shape=(1025,), dtype=float32))",SV
1041,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([7.7318391e-03, 2.6924403e-03, 3.2838697e-03, ..., 9.3052525e-17,
       6.6419804e-17, 2.6076007e-17], shape=(1025,), dtype=float32))",SV
1042,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([5.0392905e-03, 2.1776669e-03, 6.9322395e-03, ..., 1.3202472e-16,
       9.5946797e-17, 2.2227236e-17], shape=(1025,), dtype=float32))",SV
1043,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.8514983e-03, 1.1857697e-03, 1.2677043e-03, ..., 9.3537709e-17,
       1.0967050e-16, 1.2457273e-17], shape=(1025,), dtype=float32))",SV
1044,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([6.2382584e-03, 2.3725068e-03, 3.4552016e-03, ..., 9.2188373e-17,
       9.4413654e-17, 2.8535580e-17], shape=(1025,), dtype=float32))",SV
1045,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.6675347e-03, 6.1778363e-04, 3.0742863e-03, ..., 5.0378502e-17,
       7.6127331e-17, 3.3460415e-17], shape=(1025,), dtype=float32))",SV
1046,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([6.6083241e-03, 2.4216098e-03, 4.2672642e-03, ..., 1.0745820e-16,
       9.4346348e-17, 2.5597756e-17], shape=(1025,), dtype=float32))",SV
1047,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([6.6238451e-03, 2.2177759e-03, 3.2411483e-03, ..., 7.2242077e-17,
       5.1338260e-17, 3.0881283e-17], shape=(1025,), dtype=float32))",SV
1048,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([5.26667340e-03, 2.25582859e-03, 4.12275689e-03, ...,
       5.28579992e-17, 1.08004437e-16, 4.22283280e-17],
      shape=(1025,), dtype=float32))",SV
1049,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.5040574e-03, 1.8389026e-03, 9.0015046e-03, ..., 2.4812718e-16,
       2.2582880e-16, 4.2638262e-17], shape=(1025,), dtype=float32))",SV
1050,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.5411998e-02, 6.0223909e-03, 4.4748234e-03, ..., 1.1593593e-16,
       1.1160136e-16, 2.4504614e-17], shape=(1025,), dtype=float32))",SV
1051,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.7015309e-03, 1.4750049e-03, 2.6797652e-03, ..., 8.8522242e-17,
       1.0526822e-16, 1.0739272e-17], shape=(1025,), dtype=float32))",SV
1052,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([4.4655278e-03, 2.3902056e-03, 1.8385819e-03, ..., 1.0810813e-16,
       9.9104324e-17, 3.9102621e-17], shape=(1025,), dtype=float32))",SV
1053,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.4852626e-03, 1.3928880e-03, 1.5062081e-03, ..., 3.0775306e-16,
       3.3329897e-16, 9.2643838e-17], shape=(1025,), dtype=float32))",SV
1054,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([7.1210521e-03, 2.6563799e-03, 2.6234281e-03, ..., 1.1562853e-16,
       9.3311757e-17, 4.5775351e-17], shape=(1025,), dtype=float32))",SV
1055,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([4.8652953e-03, 2.0588385e-03, 1.6289379e-03, ..., 3.6394152e-16,
       4.7002885e-16, 1.9262085e-16], shape=(1025,), dtype=float32))",SV
1056,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([8.2690129e-03, 3.5709527e-03, 1.6804517e-03, ..., 3.9328547e-16,
       2.9101442e-16, 1.2357638e-16], shape=(1025,), dtype=float32))",SV
1057,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.3009628e-03, 9.9572132e-04, 1.4575564e-03, ..., 2.4745109e-16,
       1.9825546e-16, 5.8306631e-17], shape=(1025,), dtype=float32))",SV
1058,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.3787945e-03, 1.5766256e-03, 9.7814552e-04, ..., 3.3309348e-16,
       6.8779388e-16, 1.1113618e-16], shape=(1025,), dtype=float32))",SV
1059,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.8420165e-03, 1.0829732e-03, 1.0737280e-03, ..., 2.2671340e-16,
       1.9744413e-16, 5.5642104e-17], shape=(1025,), dtype=float32))",SV
1060,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.2135654e-03, 8.7857165e-04, 2.1818813e-03, ..., 1.7646282e-16,
       2.0711564e-16, 3.1815007e-17], shape=(1025,), dtype=float32))",SV
1061,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([7.1310485e-03, 3.1507453e-03, 1.6153131e-03, ..., 3.5644491e-16,
       2.9194806e-16, 1.9554158e-16], shape=(1025,), dtype=float32))",SV
1062,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([5.5692941e-03, 2.4120877e-03, 1.0694426e-03, ..., 1.8239812e-16,
       1.5180061e-16, 9.3486484e-17], shape=(1025,), dtype=float32))",SV
1063,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([5.3826720e-03, 2.5343995e-03, 2.0833798e-03, ..., 2.6700863e-16,
       3.8946472e-16, 1.2079795e-16], shape=(1025,), dtype=float32))",SV
1064,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.3387985e-02, 5.2576321e-03, 2.0917079e-03, ..., 2.1810868e-16,
       1.8644249e-16, 3.6893566e-17], shape=(1025,), dtype=float32))",SV
1065,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([7.0463503e-03, 3.1813101e-03, 2.3261579e-03, ..., 3.7974184e-16,
       3.3781683e-16, 8.2668907e-17], shape=(1025,), dtype=float32))",SV
1066,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([6.5217828e-03, 2.4910248e-03, 3.3982382e-03, ..., 2.0237373e-16,
       2.4418049e-16, 1.2252308e-16], shape=(1025,), dtype=float32))",SV
1067,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.2183263e-02, 5.3920704e-03, 1.6138932e-02, ..., 4.8042359e-16,
       3.7675189e-16, 2.2457250e-16], shape=(1025,), dtype=float32))",SV
1068,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.1560289e-03, 1.2852268e-03, 1.9591639e-03, ..., 1.5419805e-16,
       2.0688659e-16, 6.6710164e-17], shape=(1025,), dtype=float32))",SV
1069,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([6.3783173e-03, 3.2202536e-03, 3.2433032e-03, ..., 1.7284464e-16,
       1.2511039e-16, 9.7067653e-17], shape=(1025,), dtype=float32))",SV
1070,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([5.2594664e-03, 2.4673131e-03, 1.9346668e-03, ..., 3.4670557e-16,
       1.9988589e-16, 1.1919810e-16], shape=(1025,), dtype=float32))",SV
1071,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([5.2525159e-03, 2.5487496e-03, 3.3474169e-03, ..., 2.4320431e-16,
       4.8196217e-16, 8.5720608e-17], shape=(1025,), dtype=float32))",SV
1072,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([7.4514123e-03, 3.1025473e-03, 2.6385451e-03, ..., 2.7090935e-16,
       2.8990211e-16, 1.9129997e-16], shape=(1025,), dtype=float32))",SV
1073,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([8.8215927e-03, 4.1130329e-03, 1.8509533e-03, ..., 4.3587892e-16,
       2.7861172e-16, 1.1061237e-16], shape=(1025,), dtype=float32))",SV
1074,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([4.0927227e-03, 1.5821123e-03, 2.5368785e-03, ..., 1.2348242e-16,
       1.0059781e-16, 5.6160197e-17], shape=(1025,), dtype=float32))",SV
1075,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.39068381e-02, 9.06445179e-03, 1.13094505e-02, ...,
       5.20760038e-16, 5.38194147e-16, 7.30128239e-17],
      shape=(1025,), dtype=float32))",SV
1076,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.5622984e-03, 9.4369549e-04, 3.2343396e-03, ..., 2.4704044e-16,
       2.4379721e-16, 4.6572426e-17], shape=(1025,), dtype=float32))",SV
1077,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([8.9919735e-03, 3.5379729e-03, 3.5332418e-03, ..., 1.1495931e-16,
       1.2686358e-16, 5.2698578e-17], shape=(1025,), dtype=float32))",SV
1078,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.6120816e-02, 6.0372301e-03, 1.0688803e-02, ..., 5.9645376e-16,
       8.7787421e-16, 1.6727360e-16], shape=(1025,), dtype=float32))",SV
1079,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.5209379e-03, 1.7649492e-03, 2.1155800e-03, ..., 2.3249371e-16,
       1.3710642e-16, 6.8321419e-17], shape=(1025,), dtype=float32))",SV
1080,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.4208200e-03, 1.1345336e-03, 2.1933392e-03, ..., 2.0218904e-16,
       1.4448634e-16, 5.9735695e-17], shape=(1025,), dtype=float32))",SV
1081,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([5.3292271e-03, 2.4686020e-03, 1.7957756e-03, ..., 2.8292171e-16,
       2.5362440e-16, 1.4040050e-16], shape=(1025,), dtype=float32))",SV
1082,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([5.8788424e-03, 2.2280971e-03, 1.2750668e-03, ..., 1.6424253e-16,
       1.6630262e-16, 4.9646897e-17], shape=(1025,), dtype=float32))",SV
1083,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.9537959e-03, 1.6347398e-03, 1.4831249e-03, ..., 3.6462466e-16,
       4.2696776e-16, 1.9353178e-16], shape=(1025,), dtype=float32))",SV
